pagenation	region	hpatitisc-incidence	heptitisc-ir	heptitisc-death	heptitisc-dr	heptitisb-incidence	heptitisb-death	heptitisb-ir	heptitisb-dr	hepatitise-incidence	hepatitise-death	hepatitise-ir	hepatitise-dr	hepatitisa-incidence	hepatitisa-death	hepatitisa-ir	hepatitisa-dr	hepatitis-incidence	hepatitis-death	hepatitis-ir	hepatitis-dr	hepatitisun-incidence	hepatitisun-death	hepatitisun-ir	hepatitisun-dr
2015-06	河北省	814	1.1024	1	0.0014	4618	0	6.2543		44	0	0.0596		40	0	0.0542		5561	1	7.5314	0.0014	45	0	0.0609	
2012-06	浙江省	297	0.5437	0		1378	0	2.5224		141	0	0.2581		43	0	0.0787		2059	0	3.769		200	0	0.3661	
2009-06	宁    夏	39	0.644	0		605	0	9.9903		1	0	0.0165		58	0	0.9578		716	0	11.8233		13	0	0.2147	
2016-04	广东省	1964	1.8314	1	0.0009	12615	4	11.7633	0.0037	305	0	0.2844		147	0	0.1371		15190	5	14.1645	0.0047	152	0	0.1417	
2006-03	内蒙古	231	0.9681	0		2954	0	12.3805		8	1	0.0335	0.0042	71	0	0.2976		3323	1	13.927	0.0042	59	0	0.2473	
2008-10	甘肃省	536	2.0481	1	0.0038	4735	4	18.0932	0.0153	9	0	0.0344		568	0	2.1704		5926	5	22.6442	0.0191	78	0	0.298	
2014-10	山东省	339	0.3483	0		3655	3	3.7551	0.0031	79	0	0.0812		43	0	0.0442		4228	3	4.3438	0.0031	112	0	0.1151	
2011-09	安徽省	254	0.4269	0		2533	0	4.2571		118	0	0.1983		75	0	0.1261		3207	0	5.3899		227	0	0.3815	
2010-02	青海省	108	1.9379	0		1255	1	22.5192	0.0179	3	0	0.0538		26	0	0.4665		1394	1	25.0133	0.0179	2	0	0.0359	
2008-08	北京市	102	0.6246	0		357	4	2.1861	0.0245	30	0	0.1837		18	0	0.1102		528	4	3.2333	0.0245	21	0	0.1286	
2006-12	陕西省	314	0.8441	1	0.0027	2248	2	6.043	0.0054	11	0	0.0296		96	0	0.2581		2752	3	7.3978	0.0081	83	0	0.2231	
2005-05	建设兵团	46	1.8095	0		397	1	15.6166	0.0393					32	0	1.2588		479	1	18.8422	0.0393	4	0	0.1573	
2006-09	贵州省	70	0.1877	0		2083	1	5.5844	0.0027	4	0	0.0107		378	0	1.0134		2667	1	7.1501	0.0027	132	0	0.3539	
2014-10	重庆市	253	0.8519	0		1443	1	4.8586	0.0034	68	0	0.229		100	0	0.3367		1912	1	6.4377	0.0034	48	0	0.1616	
2005-03	江苏省	123	0.1649	0		1928	2	2.585	0.0027	302	0	0.4049		417	0	0.5591		3695	2	4.9541	0.0027	925	0	1.2402	
2005-04	重庆市	49	0.1757	0		2891	3	10.3634	0.0108	15	0	0.0538		312	0	1.1184		3429	3	12.2919	0.0108	162	0	0.5807	
2014-11	浙江省	179	0.3256	0		1091	0	1.9844		133	0	0.2419		42	0	0.0764		1547	0	2.8138		102	0	0.1855	
2006-08	江苏省	154	0.206	0		1756	1	2.3492	0.0013	189	0	0.2528		193	0	0.2582		2819	1	3.7712	0.0013	527	0	0.705	
2014-08	黑龙江省	366	0.9544	1	0.0026	882	1	2.2999	0.0026	22	0	0.0574		21	0	0.0548		1362	2	3.5515	0.0052	71	0	0.1851	
2014-11	湖北省	666	1.1485	0		4260	3	7.3461	0.0052	150	0	0.2587		90	0	0.1552		5350	3	9.2257	0.0052	184	0	0.3173	
2010-10	青海省	100	1.7944	0		848	0	15.2161		6	0	0.1077		89	0	1.597		1057	0	18.9663		14	0	0.2512	
2014-02	河南省	2632	2.796	2	0.0021	5789	0	6.1498		84	0	0.0892		43	0	0.0457		8631	2	9.1689	0.0021	83	0	0.0882	
2009-10	湖南省	392	0.614	1	0.0016	3289	1	5.1513	0.0016	28	0	0.0439		90	0	0.141		3961	2	6.2038	0.0031	162	0	0.2537	
2005-10	湖南省	117	0.1859	0		2032	2	3.2287	0.0032	12	0	0.0191		300	0	0.4767		2616	2	4.1566	0.0032	155	0	0.2463	
2007-01	河南省	1325	1.4108	1	0.0011	13757	1	14.6476	0.0011	28	0	0.0298		532	0	0.5664		15935	2	16.9666	0.0021	293	0	0.312	
2004-07	全国	3468	0.2668	4	0.0003	82969	67	6.3828	0.0052	1249	3	0.0961	0.0002	8337	3	0.6414	0.0002	103572	85	7.9678	0.0065	7549	8	0.5807	0.0006
2014-04	吉林省	576	2.0936	0		1047	2	3.8055	0.0073	22	0	0.08		14	0	0.0509		1701	2	6.1826	0.0073	42	0	0.1527	
2015-09	广    西	679	1.4283	0		3085	2	6.4893	0.0042	114	0	0.2398		52	0	0.1094		4048	2	8.5149	0.0042	118	0	0.2482	
2011-10	北京市	100	0.5099	2	0.0102	241	6	1.2288	0.0306	26	1	0.1326	0.0051	10	0	0.051		389	10	1.9834	0.051	12	1	0.0612	0.0051
2007-04	浙江省	161	0.3233	0		3338	2	6.7028	0.004	211	0	0.4237		222	0	0.4458		4420	2	8.8755	0.004	488	0	0.9799	
2006-02	四川省	149	0.1814	0		6871	9	8.367	0.011	55	0	0.067		557	1	0.6783	0.0012	7885	10	9.6018	0.0122	253	0	0.3081	
2009-07	海南省	43	0.5035	0		592	0	6.9321		3	0	0.0351		18	0	0.2108		713	0	8.349		57	0	0.6675	
2012-01	湖北省	928	1.6117	2	0.0035	9756	6	16.9434	0.0104	366	0	0.6356		126	0	0.2188		11578	8	20.1077	0.0139	402	0	0.6982	
2013-04	全    国	18657	1.3779	12	0.0009	83468	39	6.1644	0.0029	2772	1	0.2047	0.0001	1811	0	0.1337		109879	52	8.1149	0.0038	3171	0	0.2342	
2012-10	陕西省	454	1.2131	0		2177	1	5.8168	0.0027	14	0	0.0374		37	0	0.0989		2734	1	7.3051	0.0027	52	0	0.1389	
2013-04	湖北省	688	1.1905	2	0.0035	5254	0	9.0915		184	0	0.3184		92	0	0.1592		6397	2	11.0694	0.0035	179	0	0.3097	
2008-01	河南省	1576	1.6838	1	0.0011	13904	1	14.8547	0.0011	37	0	0.0395		348	0	0.3718		16003	2	17.0972	0.0021	138	0	0.1474	
2012-09	北京市	86	0.426	0		194	6	0.9611	0.0297	29	0	0.1437		6	0	0.0297		318	6	1.5753	0.0297	3	0	0.0149	
2010-06	湖南省	453	0.7071	0		3205	2	5.0031	0.0031	63	0	0.0983		77	0	0.1202		3931	2	6.1364	0.0031	133	0	0.2076	
2016-09	内蒙古	415	1.6568	0		1503	1	6.0005	0.004	9	0	0.0359		17	0	0.0679		1951	1	7.789	0.004	5	0	0.02	
2011-02	安徽省	178	0.2992	1	0.0017	2834	0	4.763		257	0	0.4319		73	0	0.1227		3537	1	5.9445	0.0017	195	0	0.3277	
2015-09	内蒙古	516	2.06	0		1711	1	6.8309	0.004	14	0	0.0559		28	0	0.1118		2275	1	9.0825	0.004	6	0	0.024	
2015-04	海南省	332	3.6747	0		1096	0	12.1309		14	0	0.155		7	0	0.0775		1473	0	16.3036		24	0	0.2656	
2011-08	内蒙古	472	1.9104	0		2300	1	9.3094	0.004	9	0	0.0364		27	0	0.1093		2820	1	11.4141	0.004	12	0	0.0486	
2007-10	内蒙古	300	1.2516	0		2684	0	11.1973		9	0	0.0375		86	0	0.3588		3146	0	13.1247		67	0	0.2795	
2004-10	海南省	22	0.2702	0		934	0	11.4712		1	0	0.0123		139	0	1.7072		1157	0	14.21		61	0	0.7492	
2009-10	河南省	2006	2.1275	2	0.0021	12653	1	13.4192	0.0011	22	0	0.0233		270	0	0.2864		15048	3	15.9593	0.0032	97	0	0.1029	
2005-09	吉林省	293	1.0816	1	0.0037	1106	3	4.0826	0.0111	28	0	0.1034		93	0	0.3433		1639	4	6.0501	0.0148	119	0	0.4393	
2012-04	江苏省	223	0.2823	0		1066	0	1.3496		340	0	0.4304		61	0	0.0772		1970	0	2.494		280	0	0.3545	
2005-01	河南省	455	0.4876	0		7987	2	8.5596	0.0021	17	0	0.0182		407	0	0.4362		9086	2	9.7374	0.0021	220	0	0.2358	
2012-12	重庆市	242	0.8291	0		1212	0	4.1521		54	0	0.185		42	0	0.1439		1594	0	5.4608		44	0	0.1507	
2004-08	陕西省	202	0.5522	0		5202	1	14.2205	0.0027	7	0	0.0191		268	0	0.7326		5904	1	16.1395	0.0027	225	0	0.6151	
2006-06	西    藏					29	0	1.0467						15	0	0.5414		47	0	1.6963		3	0	0.1083	
2011-07	山东省	165	0.1722	0		2624	2	2.7392	0.0021	95	0	0.0992		21	0	0.0219		3074	3	3.209	0.0031	169	1	0.1764	0.001
2004-10	湖北省	105	0.1748	1	0.0017	4419	9	7.3548	0.015	53	0	0.0882		220	1	0.3662	0.0017	5128	11	8.5348	0.0183	331	0	0.5509	
2010-01	四川省	535	0.6536	0		5601	1	6.843	0.0012	59	0	0.0721		270	0	0.3299		6697	1	8.182	0.0012	232	0	0.2834	
2006-06	天津市	56	0.5369	0		440	1	4.2186	0.0096	19	0	0.1822		11	0	0.1055		583	1	5.5896	0.0096	57	0	0.5465	
2004-12	辽宁省	137	0.3291	0		925	2	2.222	0.0048	125	0	0.3003		191	0	0.4588		1567	2	3.7641	0.0048	189	0	0.454	
2011-02	广    西	810	1.7599	3	0.0065	3812	3	8.2822	0.0065	90	0	0.1955		74	0	0.1608		4992	6	10.8459	0.013	206	0	0.4476	
2014-10	湖北省	654	1.1278	1	0.0017	4599	1	7.9307	0.0017	162	0	0.2794		83	0	0.1431		5663	2	9.7655	0.0034	165	0	0.2845	
2015-02	浙江省	157	0.285	0		880	0	1.5977		165	1	0.2996	0.0018	32	0	0.0581		1314	1	2.3856	0.0018	80	0	0.1452	
2004-06	广东省	242	0.3042	0		4543	12	5.7114	0.0151	70	0	0.088		160	0	0.2012		5422	12	6.8165	0.0151	407	0	0.5117	
2010-02	河北省	274	0.3895	0		3046	0	4.3302		86	0	0.1223		47	0	0.0668		3524	0	5.0097		71	0	0.1009	
2004-05	辽宁省	287	0.6894	0		1557	5	3.7401	0.012	312	4	0.7495	0.0096	343	1	0.8239	0.0024	2846	11	6.8364	0.0264	347	1	0.8335	0.0024
2010-12	海南省	81	0.9374	0		573	1	6.6314	0.0116	9	0	0.1042		16	0	0.1852		741	1	8.5757	0.0116	62	0	0.7175	
2012-12	天津市	31	0.2289	0		110	0	0.8121		14	0	0.1034		1	0	0.0074		165	0	1.2181		9	0	0.0664	
2013-12	山西省	708	1.9608	2	0.0055	3785	1	10.4824	0.0028	53	0	0.1468		63	0	0.1745		4674	4	12.9444	0.0111	65	1	0.18	0.0028
2012-08	广    西	869	1.8708	1	0.0022	3670	3	7.901	0.0065	91	0	0.1959		48	0	0.1033		4847	4	10.4349	0.0086	169	0	0.3638	
2004-01	海南省	7	0.086	0		499	1	6.1286	0.0123	1	0	0.0123		54	0	0.6632		595	1	7.3076	0.0123	34	0	0.4176	
2014-05	安徽省	491	0.8143	0		2829	1	4.6917	0.0017	118	0	0.1957		52	0	0.0862		3664	1	6.0765	0.0017	174	0	0.2886	
2004-03	辽宁省	293	0.7038	0		1540	2	3.6993	0.0048	352	3	0.8455	0.0072	431	0	1.0353		3038	7	7.2976	0.0168	422	2	1.0137	0.0048
2004-12	江西省	51	0.1191	0		1937	2	4.5219	0.0047	9	0	0.021		269	0	0.628		2459	2	5.7405	0.0047	193	0	0.4506	
2016-02	辽宁省	519	1.182	1	0.0023	1431	0	3.2589		95	0	0.2164		368	0	0.8381		2546	1	5.7982	0.0023	133	0	0.3029	
2008-02	江苏省	134	0.1757	0		1404	1	1.8413	0.0013	349	1	0.4577	0.0013	150	0	0.1967		2355	2	3.0885	0.0026	318	0	0.417	
2014-05	青海省	159	2.7519	0		645	0	11.1632		4	0	0.0692		39	0	0.675		857	0	14.8324		10	0	0.1731	
2010-01	重庆市	173	0.6051	0		1862	3	6.5128	0.0105	22	0	0.0769		89	0	0.3113		2234	3	7.8139	0.0105	88	0	0.3078	
2016-02	西    藏	9	0.2834	0		119	0	3.7474						9	0	0.2834		138	0	4.3458		1	0	0.0315	
2012-09	西    藏	3	0.0989	0		88	0	2.9013						14	0	0.4616		105	0	3.4618					
2015-01	安徽省	667	1.0965	0		4140	0	6.806		197	0	0.3239		49	0	0.0806		5220	0	8.5814		167	0	0.2745	
2010-12	云南省	397	0.8685	0		1532	0	3.3516		19	0	0.0416		148	0	0.3238		2121	0	4.6401		25	0	0.0547	
2013-08	山西省	664	1.8389	0		3950	1	10.9393	0.0028	58	0	0.1606		91	0	0.252		4871	1	13.49	0.0028	108	0	0.2991	
2009-01	河北省	254	0.3634	0		3839	1	5.493	0.0014	66	1	0.0944	0.0014	64	0	0.0916		4321	2	6.1827	0.0029	98	0	0.1402	
2012-04	重庆市	220	0.7537	0		1669	0	5.7177		63	0	0.2158		83	0	0.2843		2097	0	7.184		62	0	0.2124	
2015-09	宁    夏	55	0.8314	0		189	0	2.857		3	0	0.0453		11	0	0.1663		259	0	3.9151		1	0	0.0151	
2009-06	重庆市	147	0.5178	0		1686	1	5.9387	0.0035	7	0	0.0247		164	0	0.5777		2084	1	7.3406	0.0035	80	0	0.2818	
2013-05	河北省	641	0.8796	0		5157	0	7.0765		67	0	0.0919		49	0	0.0672		5975	0	8.199		61	0	0.0837	
2014-11	云南省	740	1.579	3	0.0064	2055	1	4.3848	0.0021	63	0	0.1344		92	0	0.1963		2960	4	6.3159	0.0085	10	0	0.0213	
2010-03	河南省	2641	2.7838	0		13912	4	14.6643	0.0042	53	0	0.0559		165	0	0.1739		16879	4	17.7917	0.0042	108	0	0.1138	
2009-10	甘肃省	515	1.9596	0		4026	0	15.3189		8	0	0.0304		271	0	1.0312		4874	0	18.5455		54	0	0.2055	
2011-03	湖南省	624	0.95	0		3727	1	5.6742	0.0015	144	0	0.2192		109	0	0.1659		4789	1	7.291	0.0015	185	0	0.2817	
2016-05	福建省	224	0.5885	0		3671	1	9.6453	0.0026	58	0	0.1524		33	0	0.0867		4166	1	10.9459	0.0026	180	0	0.4729	
2010-03	新疆	915	4.2388	1	0.0046	3933	0	18.2199		15	0	0.0695		130	0	0.6022		5050	1	23.3944	0.0046	57	0	0.2641	
2014-06	湖南省	1161	1.7353	0		5143	2	7.6869	0.003	94	0	0.1405		52	0	0.0777		6588	2	9.8467	0.003	138	0	0.2063	
2009-02	江苏省	147	0.1915	0		1205	4	1.5696	0.0052	420	1	0.5471	0.0013	116	0	0.1511		2212	6	2.8812	0.0078	324	1	0.422	0.0013
2007-12	河南省	1443	1.5364	0		12403	2	13.2059	0.0021	29	0	0.0309		363	0	0.3865		14388	2	15.3194	0.0021	150	0	0.1597	
2016-09	浙江省	260	0.472	0		1211	1	2.1986	0.0018	157	1	0.285	0.0018	35	0	0.0635		1769	2	3.2117	0.0036	104	0	0.1888	
2007-05	山东省	123	0.1321	1	0.0011	3561	1	3.8253	0.0011	113	0	0.1214		80	0	0.0859		4160	2	4.4688	0.0021	283	0	0.304	
2015-07	山东省	378	0.3861	0		3950	3	4.035	0.0031	92	0	0.094		41	0	0.0419		4568	3	4.6663	0.0031	107	0	0.1093	
2016-04	青海省	220	3.7709	0		789	1	13.5237	0.0171	10	0	0.1714		37	0	0.6342		1062	1	18.203	0.0171	4	0	0.0686	
2009-09	辽宁省	439	1.0175	1	0.0023	2029	1	4.7025	0.0023	58	0	0.1344		71	0	0.1646		2772	2	6.4245	0.0046	175	0	0.4056	
2005-01	河北省	152	0.2232	2	0.0029	3804	3	5.5863	0.0044	129	0	0.1894		126	0	0.185		4428	5	6.5027	0.0073	217	0	0.3187	
2012-06	云南省	564	1.2179	0		2100	0	4.5347		91	0	0.1965		155	0	0.3347		2947	0	6.3636		37	0	0.0799	
2005-03	黑龙江	370	0.9712	3	0.0079	3336	3	8.7563	0.0079	40	1	0.105	0.0026	113	0	0.2966		4070	8	10.6829	0.021	211	1	0.5538	0.0026
2004-09	广东省	218	0.2741	2	0.0025	4340	9	5.4562	0.0113	65	0	0.0817		129	0	0.1622		5084	11	6.3916	0.0138	332	0	0.4174	
2009-04	广    西	697	1.4473	1	0.0021	3546	1	7.363	0.0021	55	1	0.1142	0.0021	152	0	0.3156		4625	4	9.6034	0.0083	175	1	0.3634	0.0021
2005-02	福建省	24	0.0683	0		2379	1	6.7701	0.0028	47	0	0.1338		130	0	0.37		2963	1	8.432	0.0028	383	0	1.0899	
2005-09	新    疆	171	0.8604	0		1629	0	8.1967		8	0	0.0403		595	0	2.9939		2547	0	12.8158		144	0	0.7246	
2009-10	天津市	44	0.3741	0		198	0	1.6837		8	0	0.068		2	0	0.017		268	0	2.2789		16	0	0.1361	
2004-04	陕西省	166	0.4538	0		5554	1	15.1827	0.0027	13	0	0.0355		183	0	0.5003		6107	3	16.6944	0.0082	191	2	0.5221	0.0055
2009-07	西    藏	1	0.0348	0		48	0	1.6725						30	0	1.0453		81	0	2.8224		2	0	0.0697	
2004-11	安徽省	54	0.0838	0		2385	1	3.7016	0.0016	43	0	0.0667		196	0	0.3042		2904	1	4.5071	0.0016	226	0	0.3508	
2005-02	安徽省	39	0.0641	0		2145	2	3.5266	0.0033	71	0	0.1167		138	0	0.2269		2623	2	4.3125	0.0033	230	0	0.3781	
2014-10	江西省	229	0.5064	0		2847	0	6.2957		32	0	0.0708		16	0	0.0354		3212	0	7.1028		88	0	0.1946	
2016-12	安徽省	533	0.8762	0		3215	1	5.2853	0.0016	97	0	0.1595		28	0	0.046		4037	1	6.6366	0.0016	164	0	0.2696	
2006-06	山西省	242	0.7213	0		3021	0	9.0045		15	0	0.0447		99	0	0.2951		3486	0	10.3905		109	0	0.3249	
2004-08	上海市	10	0.0747	0		324	0	2.4215		33	1	0.2466	0.0075	31	0	0.2317		770	2	5.7549	0.0149	372	1	2.7803	0.0075
2016-01	天津市	58	0.3824	0		138	0	0.9098		5	0	0.033		2	0	0.0132		207	0	1.3647		4	0	0.0264	
2015-12	重庆市	321	1.0731	0		1310	0	4.3792		60	0	0.2006		67	1	0.224	0.0033	1775	1	5.9337	0.0033	17	0	0.0568	
2004-07	黑龙江	306	0.8157	0		2549	4	6.7952	0.0107	62	0	0.1653		168	1	0.4479	0.0027	3298	5	8.7919	0.0133	213	0	0.5678	
2007-05	吉林省	422	1.5498	0		1182	0	4.3408		52	0	0.191		62	0	0.2277		1824	0	6.6985		106	0	0.3893	
2005-09	浙江省	104	0.2134	0		3634	3	7.4566	0.0062	85	0	0.1744		195	0	0.4001		4457	3	9.1453	0.0062	439	0	0.9008	
2015-03	宁    夏	70	1.0581	0		291	0	4.3988		3	0	0.0453		7	0	0.1058		375	0	5.6686		4	0	0.0605	
2004-10	河南省	419	0.4323	0		7186	2	7.4144	0.0021	13	0	0.0134		672	0	0.6934		8560	2	8.832	0.0021	270	0	0.2786	
2010-06	天津市	33	0.2687	0		199	0	1.6203		21	0	0.171		1	0	0.0081		266	0	2.1658		12	0	0.0977	
2004-07	青海省	20	0.3707	0		878	2	16.2724	0.0371	1	0	0.0185		102	0	1.8904		1027	2	19.0339	0.0371	26	0	0.4819	
2016-07	天津市	43	0.2835	0		148	0	0.9757		4	0	0.0264		3	0	0.0198		198	0	1.3054					
2016-09	山西省	597	1.6365	0		3114	0	8.5363		70	0	0.1919		72	0	0.1974		3911	0	10.7211		57	0	0.1563	
2005-08	全    国	4652	0.3579	9	0.0007	89043	77	6.8501	0.0059	1052	4	0.0809	0.0003	6847	2	0.5267	0.0002	107600	100	8.2777	0.0077	6006	8	0.462	0.0006
2007-07	浙江省	140	0.2811	0		3127	2	6.2791	0.004	132	0	0.2651		235	0	0.4719		4142	2	8.3173	0.004	508	0	1.0201	
2015-01	广东省	1851	1.726	1	0.0009	14075	4	13.1248	0.0037	236	0	0.2201		151	0	0.1408		16528	5	15.4122	0.0047	215	0	0.2005	
2007-07	新疆	557	2.7171	0		4233	2	20.6488	0.0098	14	0	0.0683		480	1	2.3415	0.0049	5423	3	26.4537	0.0146	139	0	0.678	
2007-06	湖南省	232	0.3658	0		3083	0	4.8612		42	0	0.0662		202	0	0.3185		3784	0	5.9666		225	0	0.3548	
2004-07	辽宁省	214	0.5141	0		1453	2	3.4903	0.0048	258	2	0.6197	0.0048	242	0	0.5813		2528	4	6.0725	0.0096	361	0	0.8672	
2016-11	贵州省	399	1.1374	0		1371	1	3.9082	0.0029	45	0	0.1283		29	0	0.0827		1855	1	5.2879	0.0029	10	0	0.0285	
2015-04	云南省	912	1.9347	0		1950	0	4.1367		80	0	0.1697		115	0	0.244		3066	0	6.5042		9	0	0.0191	
2014-01	江苏省	236	0.2972	0		835	1	1.0517	0.0013	400	0	0.5038		47	0	0.0592		1783	1	2.2457	0.0013	265	0	0.3338	
2008-03	海南省	43	0.5089	0		525	1	6.213	0.0118	3	0	0.0355		45	0	0.5325		664	1	7.858	0.0118	48	0	0.568	
2012-01	黑龙江省	870	2.2692	0		2266	0	5.9103		90	0	0.2347		32	0	0.0835		3458	0	9.0193		200	0	0.5216	
2015-10	青海省	151	2.5882	0		667	0	11.4326		4	0	0.0686		33	0	0.5656		859	0	14.7235		4	0	0.0686	
2016-05	青海省	206	3.5309	0		747	0	12.8038		5	0	0.0857		23	0	0.3942		983	0	16.8489		1	0	0.0171	
2012-12	江西省	125	0.2785	0		2214	2	4.9327	0.0045	39	0	0.0869		26	0	0.0579		2491	2	5.5499	0.0045	87	0	0.1938	
2006-07	湖北省	183	0.3205	2	0.0035	5740	8	10.0525	0.014	107	1	0.1874	0.0018	229	1	0.4011	0.0018	6598	13	11.5552	0.0228	339	1	0.5937	0.0018
2009-12	河北省	297	0.425	0		4634	1	6.6305	0.0014	71	0	0.1016		76	0	0.1087		5157	1	7.3789	0.0014	79	0	0.113	
2007-08	新疆	615	3	0		4429	0	21.6049		24	0	0.1171		791	0	3.8585		6022	0	29.3756		163	0	0.7951	
2008-11	广东省	901	0.9535	1	0.0011	9617	13	10.1778	0.0138	117	0	0.1238		140	0	0.1482		11095	14	11.742	0.0148	320	0	0.3387	
2013-11	吉林省	491	1.7852	0		940	0	3.4177		16	0	0.0582		8	0	0.0291		1490	0	5.4174		35	0	0.1273	
2006-04	青海省	44	0.8103	0		1086	2	20	0.0368	3	0	0.0552		37	0	0.6814		1181	2	21.7495	0.0368	11	0	0.2026	
2005-08	福建省	43	0.1224	0		3120	2	8.8788	0.0057	28	0	0.0797		139	0	0.3956		3962	2	11.275	0.0057	632	0	1.7985	
2014-12	海南省	217	2.4238	0		989	0	11.0468		12	0	0.134		6	0	0.067		1244	0	13.8951		20	0	0.2234	
2007-04	上海市	23	0.1267	0		506	3	2.7879	0.0165	40	0	0.2204		36	0	0.1983		725	3	3.9945	0.0165	120	0	0.6612	
2009-03	上海市	26	0.1377	0		606	3	3.209	0.0159	61	0	0.323		25	0	0.1324		762	3	4.035	0.0159	44	0	0.233	
2013-05	安徽省	421	0.7031	0		2973	3	4.9649	0.005	145	0	0.2422		58	0	0.0969		3811	3	6.3644	0.005	214	0	0.3574	
2015-05	江苏省	254	0.3191	0		1121	1	1.4083	0.0013	235	0	0.2952		67	1	0.0842	0.0013	1871	2	2.3505	0.0025	194	0	0.2437	
2016-03	天津市	64	0.4219	0		187	0	1.2329		15	0	0.0989		7	0	0.0461		275	0	1.813		2	0	0.0132	
2007-11	贵州省	124	0.33	0		2629	2	6.9973	0.0053	4	0	0.0106		354	0	0.9422		3219	2	8.5676	0.0053	108	0	0.2875	
2014-02	内蒙古	554	2.2181	1	0.004	1797	0	7.1949		23	0	0.0921		18	0	0.0721		2406	1	9.6332	0.004	14	0	0.0561	
2013-09	青海省	123	2.146	0		737	1	12.8583	0.0174	6	0	0.1047		57	0	0.9945		933	1	16.2779	0.0174	10	0	0.1745	
2011-04	北京市	104	0.5303	6	0.0306	258	10	1.3155	0.051	49	4	0.2498	0.0204	14	0	0.0714		431	20	2.1976	0.102	6	0	0.0306	
2009-02	湖北省	381	0.6671	0		6812	4	11.9278	0.007	186	0	0.3257		193	0	0.3379		7916	4	13.861	0.007	344	0	0.6023	
2016-05	吉林省	481	1.7476	1	0.0036	726	1	2.6377	0.0036	20	0	0.0727		18	0	0.0654		1267	2	4.6033	0.0073	22	0	0.0799	
2013-02	山东省	209	0.2158	0		3128	3	3.2298	0.0031	204	0	0.2106		21	0	0.0217		3710	3	3.8307	0.0031	148	0	0.1528	
2011-01	河南省	2367	2.5172	0		11479	3	12.2077	0.0032	56	0	0.0596		165	0	0.1755		14142	3	15.0397	0.0032	75	0	0.0798	
2013-05	重庆市	297	1.0085	1	0.0034	1622	1	5.5076	0.0034	90	0	0.3056		75	0	0.2547		2122	2	7.2054	0.0068	38	0	0.129	
2006-10	吉林省	270	0.9941	0		1049	0	3.8623		27	0	0.0994		65	0	0.2393		1517	0	5.5854		106	0	0.3903	
2009-01	西    藏					19	0	0.662						68	0	2.3694		92	0	3.2056		5	0	0.1742	
2013-01	山西省	743	2.0577	0		4590	1	12.7118	0.0028	55	0	0.1523		55	0	0.1523		5546	1	15.3594	0.0028	103	0	0.2853	
2013-08	湖南省	1027	1.5469	0		4855	1	7.313	0.0015	83	0	0.125		62	0	0.0934		6231	1	9.3856	0.0015	204	0	0.3073	
2005-02	江西省	44	0.1029	1	0.0023	2273	7	5.3138	0.0164	27	0	0.0631		197	0	0.4605		2741	8	6.4079	0.0187	200	0	0.4676	
2007-12	陕西省	239	0.6399	0		1897	1	5.079	0.0027	12	0	0.0321		92	0	0.2463		2319	1	6.2088	0.0027	79	0	0.2115	
2004-02	新疆	60	0.3225	0		1483	1	7.9713	0.0054	11	0	0.0591		215	0	1.1557		1880	1	10.1053	0.0054	111	0	0.5966	
2009-04	内蒙古	489	2.0259	0		2906	1	12.0394	0.0041	4	0	0.0166		55	0	0.2279		3494	1	14.4755	0.0041	40	0	0.1657	
2011-07	云南省	471	1.0247	3	0.0065	2071	1	4.5055	0.0022	58	0	0.1262		175	0	0.3807		2802	4	6.0958	0.0087	27	0	0.0587	
2009-01	云南省	279	0.6141	0		1490	1	3.2798	0.0022	40	0	0.088		188	0	0.4138		2055	1	4.5234	0.0022	58	0	0.1277	
2011-01	山东省	155	0.1618	0		2516	2	2.6265	0.0021	125	1	0.1305	0.001	28	0	0.0292		2976	3	3.1067	0.0031	152	0	0.1587	
2013-02	海南省	112	1.2633	0		703	0	7.9296		6	0	0.0677		5	0	0.0564		847	0	9.5539		21	0	0.2369	
2014-08	天津市	28	0.1902	0		128	0	0.8694		8	0	0.0543		8	0	0.0543		178	0	1.2091		6	0	0.0408	
2007-01	陕西省	351	0.9398	0		2701	3	7.2316	0.008	16	0	0.0428		111	0	0.2972		3298	3	8.83	0.008	119	0	0.3186	
2006-09	新    疆	417	2.0746	0		2939	2	14.6218	0.01	3	0	0.0149		512	0	2.5473		3983	3	19.8159	0.0149	112	1	0.5572	0.005
2009-07	新疆	667	3.1303	0		3485	3	16.3554	0.0141	16	0	0.0751		142	0	0.6664		4355	3	20.4384	0.0141	45	0	0.2112	
2008-08	海南省	66	0.7811	0		521	0	6.1657		4	0	0.0473		27	0	0.3195		676	0	8		58	0	0.6864	
2004-03	新疆	92	0.4945	0		1998	0	10.7395		5	0	0.0269		257	0	1.3814		2489	0	13.3787		137	0	0.7364	
2009-08	湖北省	426	0.7459	0		7722	4	13.5213	0.007	119	0	0.2084		151	0	0.2644		8732	4	15.2898	0.007	314	0	0.5498	
2006-10	海南省	33	0.3986	0		568	0	6.8599		3	0	0.0362		47	0	0.5676		693	0	8.3696		42	0	0.5072	
2006-06	辽宁省	315	0.7463	0		2342	4	5.5484	0.0095	174	2	0.4122	0.0047	169	0	0.4004		3269	6	7.7446	0.0142	269	0	0.6373	
2005-04	湖南省	89	0.1414	0		1572	2	2.4978	0.0032	16	0	0.0254		256	0	0.4068		2092	3	3.324	0.0048	159	1	0.2526	0.0016
