pagenation	region	hpatitisc-incidence	heptitisc-ir	heptitisc-death	heptitisc-dr	heptitisb-incidence	heptitisb-death	heptitisb-ir	heptitisb-dr	hepatitise-incidence	hepatitise-death	hepatitise-ir	hepatitise-dr	hepatitisa-incidence	hepatitisa-death	hepatitisa-ir	hepatitisa-dr	hepatitis-incidence	hepatitis-death	hepatitis-ir	hepatitis-dr	hepatitisun-incidence	hepatitisun-death	hepatitisun-ir	hepatitisun-dr
2009-05	宁    夏	26	0.4293	0		588	1	9.7096	0.0165	2	0	0.033		68	0	1.1229		693	1	11.4435	0.0165	9	0	0.1486	
2009-06	江西省	119	0.2705	1	0.0023	3265	1	7.4205	0.0023	27	0	0.0614		122	0	0.2773		3710	2	8.4318	0.0045	177	0	0.4023	
2012-02	广    西	894	1.9246	1	0.0022	4276	1	9.2056	0.0022	133	0	0.2863		81	0	0.1744		5575	3	12.0021	0.0065	191	1	0.4112	0.0022
2010-06	新疆	720	3.3354	1	0.0046	3179	0	14.7269		19	0	0.088		121	0	0.5605		4084	1	18.9194	0.0046	45	0	0.2085	
2015-12	山西省	663	1.8175	1	0.0027	3343	0	9.164		47	0	0.1288		95	0	0.2604		4198	1	11.5078	0.0027	50	0	0.1371	
2015-08	建设兵团	49	1.793	0		163	0	5.9644		2	0	0.0732		17	0	0.6221		236	0	8.6356		5	0	0.183	
2007-11	天津市	50	0.4651	0		355	0	3.3023		29	0	0.2698		6	0	0.0558		468	0	4.3535		28	0	0.2605	
2011-07	全    国	14195	1.0586	18	0.0013	93702	53	6.9879	0.004	2010	4	0.1499	0.0003	2842	0	0.2119		116533	79	8.6906	0.0059	3784	4	0.2822	0.0003
2015-08	北京市	55	0.2556	2	0.0093	126	8	0.5856	0.0372	23	0	0.1069		5	0	0.0232		212	10	0.9853	0.0465	3	0	0.0139	
2013-07	江西省	204	0.4529	0		3126	0	6.9407		22	0	0.0488		26	0	0.0577		3474	0	7.7133		96	0	0.2131	
2013-08	福建省	197	0.5256	0		3569	1	9.5224	0.0027	94	0	0.2508		47	0	0.1254		4356	1	11.6222	0.0027	449	0	1.198	
2013-07	西    藏					99	0	3.2143						21	0	0.6818		122	0	3.961		2	0	0.0649	
2014-07	江西省	307	0.6789	1	0.0022	3045	1	6.7335	0.0022	23	0	0.0509		27	0	0.0597		3517	2	7.7773	0.0044	115	0	0.2543	
2015-05	陕西省	650	1.7218	0		1983	0	5.2528		22	0	0.0583		32	0	0.0848		2717	0	7.1971		30	0	0.0795	
2013-12	北京市	63	0.3045	1	0.0048	114	10	0.5509	0.0483	42	0	0.203		6	0	0.029		227	12	1.097	0.058	2	1	0.0097	0.0048
2012-09	浙江省	246	0.4503	0		1116	0	2.0428		156	0	0.2856		48	0	0.0879		1740	0	3.1851		174	0	0.3185	
2009-01	浙江省	152	0.2969	1	0.002	2980	0	5.8203		224	0	0.4375		112	0	0.2188		3839	1	7.4981	0.002	371	0	0.7246	
2016-09	新疆	723	3.1456	0		2578	1	11.2162	0.0044	30	0	0.1305		412	0	1.7925		3812	1	16.5849	0.0044	68	0	0.2958	
2015-01	建设兵团	83	3.0371	0		262	0	9.587		2	0	0.0732		11	0	0.4025		361	0	13.2096		3	0	0.1098	
2005-11	内蒙古	196	0.8253	0		2637	0	11.103		12	0	0.0505		72	0	0.3032		2964	0	12.4798		47	0	0.1979	
2015-06	山西省	721	1.9764	2	0.0055	3789	1	10.3866	0.0027	49	0	0.1343		96	0	0.2632		4719	3	12.936	0.0082	64	0	0.1754	
2007-08	湖北省	301	0.5287	2	0.0035	6571	5	11.5422	0.0088	112	0	0.1967		220	0	0.3864		7656	7	13.4481	0.0123	452	0	0.794	
2005-08	云南省	99	0.2242	0		1761	0	3.9889		35	0	0.0793		682	0	1.5448		2687	0	6.0864		110	0	0.2492	
2014-02	吉林省	562	2.0427	1	0.0036	1071	0	3.8927		23	0	0.0836		22	0	0.08		1696	1	6.1644	0.0036	18	0	0.0654	
2008-02	西    藏					39	0	1.3732						44	0	1.5493		87	0	3.0633		4	0	0.1408	
2007-08	江苏省	150	0.1987	0		1481	1	1.9616	0.0013	276	1	0.3656	0.0013	214	0	0.2834		2580	2	3.4172	0.0026	459	0	0.6079	
2016-06	甘肃省	617	2.3815	0		747	0	2.8833		15	0	0.0579		41	0	0.1583		1444	0	5.5736		24	0	0.0926	
2014-09	云南省	646	1.3784	0		1985	1	4.2355	0.0021	73	0	0.1558		123	0	0.2625		2835	1	6.0492	0.0021	8	0	0.0171	
2016-11	宁    夏	64	0.9674	0		210	1	3.1744	0.0151					19	0	0.2872		293	1	4.4291	0.0151				
2009-10	上海市	23	0.1218	1	0.0053	406	2	2.1499	0.0106	26	1	0.1377	0.0053	18	0	0.0953		504	4	2.6688	0.0212	31	0	0.1642	
2012-01	贵州省	452	1.303	0		3144	0	9.0631		76	0	0.2191		96	0	0.2767		3856	0	11.1156		88	0	0.2537	
2012-11	湖北省	552	0.9587	0		4679	6	8.1261	0.0104	141	0	0.2449		61	0	0.1059		5640	6	9.7951	0.0104	207	0	0.3595	
2010-04	广东省	1208	1.2534	1	0.001	10611	7	11.0096	0.0073	299	2	0.3102	0.0021	117	0	0.1214		12543	10	13.0141	0.0104	308	0	0.3196	
2006-02	全    国	5138	0.3929	6	0.0005	87581	73	6.698	0.0056	2219	2	0.1697	0.0002	4936	4	0.3775	0.0003	105357	98	8.0575	0.0075	5483	13	0.4193	0.001
2012-02	宁    夏	45	0.7037	0		612	0	9.5707		4	0	0.0626		17	0	0.2659		689	0	10.7749		11	0	0.172	
2006-11	广    西	307	0.6588	1	0.0021	2519	6	5.4056	0.0129	19	0	0.0408		175	0	0.3755		3193	7	6.8519	0.015	173	0	0.3712	
2006-08	云南省	215	0.4832	0		2301	3	5.1709	0.0067	27	0	0.0607		924	0	2.0764		3603	3	8.0968	0.0067	136	0	0.3056	
2011-01	湖北省	426	0.7443	0		5519	7	9.6422	0.0122	191	0	0.3337		69	0	0.1205		6433	7	11.2391	0.0122	228	0	0.3983	
2010-05	云南省	435	0.9517	0		1768	1	3.8679	0.0022	47	0	0.1028		305	1	0.6672	0.0022	2618	2	5.7274	0.0044	63	0	0.1378	
2012-01	陕西省	796	2.1269	0		4512	2	12.0558	0.0053	28	0	0.0748		54	0	0.1443		5480	2	14.6422	0.0053	90	0	0.2405	
2006-01	山西省	174	0.5186	0		2514	0	7.4933		6	0	0.0179		88	1	0.2623	0.003	2861	1	8.5276	0.003	79	0	0.2355	
2013-01	河北省	626	0.859	1	0.0014	4756	3	6.5262	0.0041	83	1	0.1139	0.0014	36	0	0.0494		5556	5	7.624	0.0069	55	0	0.0755	
2015-10	江西省	300	0.6605	0		3195	1	7.0341	0.0022	56	0	0.1233		27	0	0.0594		3662	1	8.0622	0.0022	84	0	0.1849	
2010-10	黑龙江省	434	1.1344	0		1227	4	3.207	0.0105	49	0	0.1281		24	0	0.0627		1840	4	4.8092	0.0105	106	0	0.2771	
2014-03	江苏省	241	0.3035	0		1015	1	1.2784	0.0013	421	0	0.5303		65	0	0.0819		2022	1	2.5468	0.0013	280	0	0.3527	
2011-04	四川省	634	0.7884	0		4678	5	5.8171	0.0062	123	0	0.153		341	0	0.424		6030	5	7.4983	0.0062	254	0	0.3158	
2015-06	西    藏	5	0.1575	0		198	0	6.2352						31	0	0.9762		235	0	7.4004		1	0	0.0315	
2010-01	广    西	862	1.7751	0		4376	2	9.0115	0.0041	94	0	0.1936		97	0	0.1998		5639	2	11.6124	0.0041	210	0	0.4325	
2004-08	江西省	50	0.1167	0		3145	2	7.342	0.0047	14	0	0.0327		319	0	0.7447		3828	2	8.9365	0.0047	300	0	0.7004	
2009-08	北京市	111	0.6549	1	0.0059	307	14	1.8112	0.0826	21	0	0.1239		21	0	0.1239		471	15	2.7788	0.0885	11	0	0.0649	
2008-01	广    西	521	1.0927	2	0.0042	3664	6	7.6846	0.0126	42	1	0.0881	0.0021	101	0	0.2118		4506	9	9.4505	0.0189	178	0	0.3733	
2006-09	广东省	485	0.5275	1	0.0011	8542	11	9.2908	0.012	87	0	0.0946		135	0	0.1468		9549	12	10.3861	0.0131	300	0	0.3263	
2007-10	云南省	210	0.4684	0		1624	1	3.6226	0.0022	33	0	0.0736		626	0	1.3964		2594	1	5.7863	0.0022	101	0	0.2253	
2009-12	江苏省	139	0.1811	0		1002	2	1.3051	0.0026	215	0	0.28		77	0	0.1003		1742	3	2.269	0.0039	309	1	0.4025	0.0013
2007-11	山西省	361	1.0696	0		3510	0	10.4		6	0	0.0178		78	0	0.2311		4029	0	11.9378		74	0	0.2193	
2007-05	上海市	24	0.1322	0		543	1	2.9917	0.0055	42	1	0.2314	0.0055	36	0	0.1983		786	2	4.3306	0.011	141	0	0.7769	
2015-08	宁    夏	59	0.8919	0		230	1	3.4767	0.0151	1	0	0.0151		8	0	0.1209		300	1	4.5349	0.0151	2	0	0.0302	
2008-12	海南省	43	0.5089	0		417	0	4.9349		1	0	0.0118		20	0	0.2367		521	0	6.1657		40	0	0.4734	
2009-12	四川省	468	0.5719	1	0.0012	4272	4	5.2208	0.0049	47	0	0.0574		264	0	0.3226		5268	5	6.438	0.0061	217	0	0.2652	
2016-04	黑龙江省	384	1.0018	0		742	0	1.9358		35	0	0.0913		33	0	0.0861		1259	0	3.2846		62	0	0.1618	
2007-05	内蒙古	306	1.2766	0		2920	1	12.1818	0.0042	8	0	0.0334		89	0	0.3713		3378	1	14.0926	0.0042	55	0	0.2295	
2007-02	建设兵团	37	1.4344	0		203	0	7.8699		1	0	0.0388		18	0	0.6978		266	0	10.3123		7	0	0.2714	
2007-12	江西省	50	0.1152	0		1718	2	3.9593	0.0046	12	0	0.0277		104	0	0.2397		2010	3	4.6323	0.0069	126	1	0.2904	0.0023
2013-03	新疆	1222	5.473	0		4211	1	18.8599	0.0045	30	0	0.1344		118	0	0.5285		5632	1	25.2242	0.0045	51	0	0.2284	
2010-07	河南省	2327	2.4528	1	0.0011	11986	6	12.6341	0.0063	26	0	0.0274		233	0	0.2456		14671	7	15.4643	0.0074	99	0	0.1044	
2004-03	甘肃省	300	1.1477	0		5320	1	20.3529	0.0038	1	0	0.0038		639	0	2.4446		6338	1	24.2475	0.0038	78	0	0.2984	
2008-12	上海市	18	0.0969	0		338	3	1.8192	0.0161	14	0	0.0753		20	0	0.1076		474	3	2.5511	0.0161	84	0	0.4521	
2007-07	云南省	257	0.5733	0		2018	0	4.5014		67	0	0.1495		957	0	2.1347		3432	0	7.6556		133	0	0.2967	
2012-06	山东省	210	0.2179	0		2837	3	2.9438	0.0031	82	0	0.0851		31	0	0.0322		3283	3	3.4066	0.0031	123	0	0.1276	
2008-12	江西省	61	0.1397	0		1777	2	4.0682	0.0046	9	0	0.0206		160	0	0.3663		2120	2	4.8535	0.0046	113	0	0.2587	
2014-11	河南省	1852	1.9674	2	0.0021	4546	1	4.8293	0.0011	51	0	0.0542		53	0	0.0563		6530	3	6.937	0.0032	28	0	0.0297	
2011-07	黑龙江省	428	1.1171	1	0.0026	1365	2	3.5628	0.0052	41	0	0.107		29	0	0.0757		1951	3	5.0924	0.0078	88	0	0.2297	
2005-05	河北省	129	0.1894	1	0.0015	4224	0	6.2031		80	0	0.1175		115	0	0.1689		4702	1	6.905	0.0015	154	0	0.2262	
2010-07	山东省	145	0.1531	0		2373	1	2.5057	0.0011	60	0	0.0634		33	0	0.0348		2737	1	2.8901	0.0011	126	0	0.133	
2016-12	西    藏	4	0.126	0		144	0	4.5347						6	0	0.1889		154	0	4.8496					
2009-05	江西省	128	0.2909	0		3287	1	7.4705	0.0023	34	0	0.0773		131	0	0.2977		3733	1	8.4841	0.0023	153	0	0.3477	
2012-03	辽宁省	727	1.6587	0		2696	0	6.151		178	0	0.4061		104	0	0.2373		3906	0	8.9117		201	0	0.4586	
2009-09	建设兵团	72	2.7982	0		251	2	9.7549	0.0777	3	0	0.1166		15	0	0.583		345	2	13.4081	0.0777	4	0	0.1555	
2004-06	西藏					19	0	0.7275						33	0	1.2636		58	0	2.2209		6	0	0.2297	
2007-11	西    藏	3	0.1068	0		40	0	1.4235						59	0	2.0997		106	0	3.7724		4	0	0.1424	
2008-07	浙江省	166	0.3281	0		2975	2	5.8794	0.004	137	0	0.2708		129	0	0.2549		3808	3	7.5257	0.0059	401	1	0.7925	0.002
2007-12	天津市	34	0.3163	0		315	1	2.9302	0.0093	17	0	0.1581		4	0	0.0372		408	1	3.7953	0.0093	38	0	0.3535	
2008-03	山东省	125	0.1334	0		3583	1	3.8251	0.0011	138	1	0.1473	0.0011	85	0	0.0907		4199	2	4.4828	0.0021	268	0	0.2861	
2004-08	湖南省	54	0.0808	1	0.0015	1383	0	2.0706		10	0	0.015		163	0	0.244		1738	1	2.6021	0.0015	128	0	0.1916	
2016-11	广    西	654	1.3757	0		3138	1	6.6008	0.0021	82	0	0.1725		40	0	0.0841		4017	1	8.4497	0.0021	99	0	0.2082	
2013-04	海南省	156	1.7596	0		905	0	10.2081		9	0	0.1015		6	0	0.0677		1106	0	12.4753		30	0	0.3384	
2015-05	黑龙江省	445	1.161	0		839	0	2.1889		37	0	0.0965		31	0	0.0809		1412	0	3.6838		60	0	0.1565	
2011-12	江西省	126	0.2827	0		2261	3	5.0732	0.0067	35	0	0.0785		40	0	0.0898		2584	3	5.7979	0.0067	122	0	0.2737	
2013-08	安徽省	375	0.6263	0		2866	1	4.7862	0.0017	120	0	0.2004		89	0	0.1486		3632	1	6.0655	0.0017	182	0	0.3039	
2007-02	天津市	60	0.5581	0		492	0	4.5767		30	0	0.2791		5	0	0.0465		619	0	5.7581		32	0	0.2977	
2016-07	云南省	964	2.045	1	0.0021	1230	0	2.6093		127	0	0.2694		94	0	0.1994		2419	1	5.1316	0.0021	4	0	0.0085	
2004-06	浙江省	73	0.1553	1	0.0021	4183	1	8.9005	0.0021	107	0	0.2277		346	0	0.7362		5339	2	11.3602	0.0043	630	0	1.3405	
2016-07	广    西	704	1.4809	0		3496	2	7.3538	0.0042	116	0	0.244		50	0	0.1052		4472	2	9.4068	0.0042	106	0	0.223	
2012-12	安徽省	324	0.5429	0		2336	0	3.9142		130	0	0.2178		50	0	0.0838		3018	0	5.057		178	0	0.2983	
2009-10	广东省	1023	1.0719	4	0.0042	11092	11	11.622	0.0115	169	0	0.1771		120	0	0.1257		12684	15	13.29	0.0157	280	0	0.2934	
2009-06	湖北省	422	0.7389	0		7035	1	12.3183	0.0018	110	0	0.1926		142	0	0.2486		7996	2	14.001	0.0035	287	1	0.5025	0.0018
2011-04	黑龙江省	516	1.3468	0		1432	1	3.7377	0.0026	50	0	0.1305		40	0	0.1044		2146	1	5.6013	0.0026	108	0	0.2819	
2008-06	浙江省	138	0.2727	0		2886	1	5.7036	0.002	135	0	0.2668		113	0	0.2233		3707	1	7.3261	0.002	435	0	0.8597	
2013-02	建设兵团	74	2.7939	0		240	0	9.0613		1	0	0.0378		8	0	0.302		326	0	12.3082		3	0	0.1133	
2012-07	北京市	72	0.3567	1	0.005	233	5	1.1543	0.0248	21	0	0.104		7	0	0.0347		337	6	1.6695	0.0297	4	0	0.0198	
2013-07	陕西省	537	1.4308	0		2303	0	6.1363		23	0	0.0613		61	0	0.1625		2982	0	7.9455		58	0	0.1545	
2005-07	湖北省	113	0.1985	1	0.0018	5135	3	9.0204	0.0053	90	0	0.1581		279	0	0.4901		5931	6	10.4187	0.0105	314	2	0.5516	0.0035
2011-12	浙江省	202	0.3711	0		2154	0	3.9576		174	0	0.3197		37	0	0.068		2782	0	5.1114		215	0	0.395	
2006-03	江西省	74	0.1717	1	0.0023	3139	4	7.2814	0.0093	69	0	0.1601		258	0	0.5985		3830	6	8.8842	0.0139	290	1	0.6727	0.0023
2004-10	浙江省	73	0.1553	0		3050	1	6.4897	0.0021	95	0	0.2021		331	0	0.7043		4067	1	8.6537	0.0021	518	0	1.1022	
2009-08	浙江省	181	0.3535	0		2912	0	5.6875		90	0	0.1758		135	0	0.2637		3704	0	7.2344		386	0	0.7539	
2016-09	山东省	336	0.3432	0		3985	4	4.0707	0.0041	72	0	0.0735		32	0	0.0327		4514	4	4.6111	0.0041	88	0	0.0899	
2005-12	西    藏					16	0	0.5837						14	0	0.5107		32	0	1.1674		2	0	0.073	
2011-08	黑龙江省	485	1.2659	0		1352	1	3.5289	0.0026	38	0	0.0992		30	0	0.0783		1998	1	5.215	0.0026	93	0	0.2427	
2011-06	山西省	555	1.5541	0		3522	0	9.8622		26	0	0.0728		61	0	0.1708		4248	0	11.8951		84	0	0.2352	
2013-10	江苏省	222	0.2803	0		915	0	1.1553		236	0	0.298		45	0	0.0568		1676	0	2.1162		258	0	0.3258	
2015-10	江苏省	248	0.3116	0		1231	0	1.5465		182	0	0.2286		42	0	0.0528		1877	0	2.358		174	0	0.2186	
2006-08	重庆市	71	0.2538	0		2753	3	9.8392	0.0107	11	0	0.0393		265	0	0.9471		3203	3	11.4474	0.0107	103	0	0.3681	
2016-02	湖南省	1021	1.5155	0		4147	0	6.1553		135	0	0.2004		42	0	0.0623		5484	0	8.1398		136	0	0.2019	
2011-04	福建省	195	0.5285	0		3811	1	10.3295	0.0027	130	0	0.3524		74	0	0.2006		4722	1	12.7987	0.0027	512	0	1.3877	
2009-06	青海省	144	2.5979	0		1992	2	35.9371	0.0361	1	0	0.018		53	0	0.9562		2206	2	39.7978	0.0361	16	0	0.2887	
2006-12	江西省	62	0.1438	1	0.0023	1559	4	3.6163	0.0093	15	0	0.0348		425	0	0.9858		2183	5	5.0638	0.0116	122	0	0.283	
2008-03	江苏省	155	0.2033	0		1653	1	2.1679	0.0013	471	2	0.6177	0.0026	230	0	0.3016		2926	3	3.8374	0.0039	417	0	0.5469	
2011-01	安徽省	254	0.4269	0		2798	1	4.7025	0.0017	163	0	0.2739		58	0	0.0975		3454	1	5.805	0.0017	181	0	0.3042	
2007-05	全    国	7834	0.596	12	0.0009	101560	71	7.7263	0.0054	1842	5	0.1401	0.0004	6513	2	0.4955	0.0002	123600	95	9.403	0.0072	5851	5	0.4451	0.0004
2007-12	上海市	16	0.0882	0		301	1	1.6584	0.0055	19	1	0.1047	0.0055	11	0	0.0606		494	2	2.7218	0.011	147	0	0.8099	
2005-06	广东省	340	0.3724	0		5587	5	6.1194	0.0055	71	0	0.0778		171	1	0.1873	0.0011	6517	9	7.1381	0.0099	348	3	0.3812	0.0033
2012-02	内蒙古	595	2.3975	0		2886	0	11.6291		14	0	0.0564		24	0	0.0967		3532	0	14.2321		13	0	0.0524	
2006-04	四川省	211	0.2569	0		7911	6	9.6335	0.0073	75	0	0.0913		682	1	0.8305	0.0012	9268	8	11.2859	0.0097	389	1	0.4737	0.0012
2014-05	四川省	810	0.9991	0		3276	2	4.041	0.0025	107	0	0.132		263	0	0.3244		4604	2	5.679	0.0025	148	0	0.1826	
2013-07	宁    夏	41	0.6335	0		426	0	6.5823						6	0	0.0927		477	0	7.3703		4	0	0.0618	
2013-09	安徽省	337	0.5628	0		2508	1	4.1884	0.0017	106	0	0.177		57	0	0.0952		3180	1	5.3106	0.0017	172	0	0.2872	
2006-06	安徽省	80	0.1307	0		2604	2	4.2549	0.0033	53	0	0.0866		163	0	0.2663		3128	2	5.1111	0.0033	228	0	0.3725	
2006-12	上海市	14	0.0787	0		316	2	1.7773	0.0112	13	0	0.0731		9	0	0.0506		651	4	3.6614	0.0225	299	2	1.6817	0.0112
2007-06	内蒙古	293	1.2224	0		2655	1	11.0763	0.0042	22	0	0.0918		79	0	0.3296		3103	1	12.9453	0.0042	54	0	0.2253	
2016-04	四川省	819	1.0061	0		3230	0	3.968		110	0	0.1351		176	0	0.2162		4417	0	5.4262		82	0	0.1007	
2015-07	江西省	267	0.5878	0		3242	0	7.1376		58	0	0.1277		26	0	0.0572		3684	0	8.1107		91	0	0.2003	
2016-03	海南省	321	3.5529	0		919	0	10.1718		61	0	0.6752		3	0	0.0332		1328	0	14.6987		24	0	0.2656	
2004-05	重庆市	45	0.1438	0		2791	0	8.9166		8	0	0.0256		429	0	1.3706		3438	0	10.9837		165	0	0.5271	
2006-02	西    藏	2	0.0722	0		22	0	0.794						13	0	0.4692		39	0	1.4076		2	0	0.0722	
2014-08	辽宁省	626	1.426	0		1661	0	3.7836		85	0	0.1936		90	0	0.205		2575	0	5.8656		113	0	0.2574	
2013-12	上海市	103	0.4327	0		627	3	2.634	0.0126	48	0	0.2016		8	0	0.0336		809	3	3.3985	0.0126	23	0	0.0966	
2006-03	上海市	21	0.1181	0		645	1	3.6277	0.0056	84	1	0.4724	0.0056	56	0	0.315		1040	3	5.8493	0.0169	234	1	1.3161	0.0056
2012-09	青海省	119	2.0944	0		948	2	16.6851	0.0352	7	0	0.1232		55	0	0.968		1141	2	20.0819	0.0352	12	0	0.2112	
2007-12	北京市	74	0.4681	2	0.0127	349	4	2.2074	0.0253	23	0	0.1455		21	0	0.1328		513	6	3.2448	0.038	46	0	0.291	
2005-05	西    藏					25	0	0.912						40	0	1.4593		69	0	2.5173		4	0	0.1459	
2007-05	建设兵团	67	2.5975	0		269	1	10.4286	0.0388					15	0	0.5815		363	1	14.0728	0.0388	12	0	0.4652	
2015-07	天津市	57	0.3758	0		186	1	1.2263	0.0066	7	0	0.0461		10	0	0.0659		262	1	1.7273	0.0066	2	0	0.0132	
2014-01	天津市	29	0.197	0		162	1	1.1004	0.0068	9	0	0.0611		1	0	0.0068		207	1	1.406	0.0068	6	0	0.0408	
2011-09	甘肃省	591	2.3108	0		3603	0	14.0879		6	0	0.0235		307	0	1.2004		4595	0	17.9666		88	0	0.3441	
2012-09	陕西省	456	1.2184	0		2135	1	5.7046	0.0027	23	0	0.0615		41	0	0.1095		2714	1	7.2516	0.0027	59	0	0.1576	
2004-01	江苏省	90	0.1189	0		1613	2	2.1312	0.0026	225	0	0.2973		351	1	0.4638	0.0013	2997	3	3.9598	0.004	718	0	0.9487	
2016-12	上海市	157	0.6472	0		739	2	3.0466	0.0082	87	0	0.3587		15	0	0.0618		1008	2	4.1555	0.0082	9	0	0.0371	
2006-01	四川省	139	0.1693	0		7341	8	8.9394	0.0097	43	0	0.0524		533	0	0.6491		8337	8	10.1522	0.0097	281	0	0.3422	
2005-02	山东省	54	0.0587	0		2507	3	2.7267	0.0033	115	0	0.1251		110	0	0.1196		3061	3	3.3292	0.0033	275	0	0.2991	
2012-01	山西省	954	2.655	0		7452	4	20.7387	0.0111	64	0	0.1781		134	0	0.3729		8790	4	24.4623	0.0111	186	0	0.5176	
2004-06	山西省	123	0.3711	0		1509	0	4.553		7	0	0.0211		98	0	0.2957		1847	0	5.5728		110	0	0.3319	
2014-10	建设兵团	58	2.147	0		159	0	5.8858		2	0	0.074		27	0	0.9995		252	0	9.3284		6	0	0.2221	
2014-09	甘肃省	475	1.8395	0		796	0	3.0827		9	0	0.0349		53	0	0.2053		1365	0	5.2862		32	0	0.1239	
2009-05	广    西	705	1.4639	3	0.0062	3547	1	7.365	0.0021	61	0	0.1267		156	0	0.3239		4662	4	9.6802	0.0083	193	0	0.4007	
2005-03	云南省	110	0.2492	0		1472	0	3.3343		36	0	0.0815		285	1	0.6456	0.0023	1988	1	4.5031	0.0023	85	0	0.1925	
2006-09	海南省	32	0.3865	0		560	1	6.7633	0.0121					49	1	0.5918	0.0121	690	2	8.3333	0.0242	49	0	0.5918	
2011-01	江苏省	171	0.2174	0		946	3	1.2026	0.0038	375	1	0.4767	0.0013	76	0	0.0966		1771	4	2.2515	0.0051	203	0	0.2581	
2008-08	西    藏					50	0	1.7605						45	0	1.5845		100	0	3.5211		5	0	0.1761	
2015-11	甘肃省	496	1.9145	0		763	0	2.9451		15	0	0.0579		76	1	0.2933	0.0039	1368	1	5.2803	0.0039	18	0	0.0695	
2015-09	建设兵团	46	1.6832	0		149	1	5.4521	0.0366	2	0	0.0732		8	0	0.2927		207	1	7.5745	0.0366	2	0	0.0732	
2014-08	新疆	967	4.2706	1	0.0044	3280	0	14.4857		32	0	0.1413		542	0	2.3937		4871	1	21.5122	0.0044	50	0	0.2208	
2004-02	湖南省	46	0.0689	0		1463	1	2.1904	0.0015	13	0	0.0195		182	0	0.2725		1840	1	2.7548	0.0015	136	0	0.2036	
2005-11	广    西	208	0.45	3	0.0065	2295	5	4.9651	0.0108	8	1	0.0173	0.0022	140	1	0.3029	0.0022	2811	10	6.0814	0.0216	160	0	0.3461	
2009-03	福建省	147	0.4047	0		5497	2	15.1325	0.0055	82	0	0.2257		116	1	0.3193	0.0028	6390	3	17.5908	0.0083	548	0	1.5086	
2015-01	上海市	224	0.9235	0		1090	2	4.4936	0.0082	70	0	0.2886		33	0	0.136		1428	2	5.887	0.0082	11	0	0.0453	
2007-06	四川省	232	0.284	2	0.0024	7084	3	8.6718	0.0037	62	0	0.0759		663	0	0.8116		8414	5	10.2999	0.0061	373	0	0.4566	
2009-05	全    国	11275	0.849	9	0.0007	102377	75	7.709	0.0056	1735	4	0.1306	0.0003	4319	2	0.3252	0.0002	124063	92	9.342	0.0069	4357	2	0.3281	0.0002
2013-02	黑龙江省	440	1.1476	0		948	0	2.4726		48	0	0.1252		18	0	0.0469		1521	0	3.9671		67	0	0.1748	
2015-04	湖北省	809	1.391	0		5458	1	9.3845	0.0017	221	0	0.38		75	0	0.129		6722	1	11.5578	0.0017	159	0	0.2734	
2013-03	湖南省	1119	1.6855	0		4838	2	7.2874	0.003	202	0	0.3043		65	0	0.0979		6408	2	9.6522	0.003	184	0	0.2772	
2006-01	宁    夏	15	0.2517	0		718	0	12.047						43	0	0.7215		796	0	13.3557		20	0	0.3356	
2010-12	天津市	26	0.2117	0		181	0	1.4737		20	0	0.1628		4	0	0.0326		246	0	2.003		15	0	0.1221	
2009-11	辽宁省	377	0.8738	1	0.0023	1966	1	4.5565	0.0023	81	0	0.1877		64	0	0.1483		2647	2	6.1348	0.0046	159	0	0.3685	
2011-04	河北省	445	0.6193	1	0.0014	4615	0	6.4227		108	0	0.1503		59	0	0.0821		5308	1	7.3872	0.0014	81	0	0.1127	
2016-07	青海省	156	2.6739	0		729	0	12.4953		7	0	0.12		27	0	0.4628		925	0	15.8548		5	0	0.0857	
2008-05	江西省	99	0.2266	0		3109	2	7.1177	0.0046	24	0	0.0549		221	0	0.506		3644	3	8.3425	0.0069	191	1	0.4373	0.0023
2013-11	山东省	277	0.286	0		3418	3	3.5292	0.0031	114	0	0.1177		39	0	0.0403		3956	3	4.0847	0.0031	108	0	0.1115	
2005-07	北京市	97	0.6314	0		562	3	3.658	0.0195	48	0	0.3124		32	0	0.2083		795	3	5.1746	0.0195	56	0	0.3645	
2015-02	湖南省	800	1.1874	0		3721	0	5.523		99	0	0.1469		33	0	0.049		4765	0	7.0726		112	0	0.1662	
2013-02	福建省	215	0.5736	0		4277	1	11.4114	0.0027	129	0	0.3442		41	0	0.1094		5004	1	13.3511	0.0027	342	0	0.9125	
2013-06	西    藏	1	0.0325	0		81	0	2.6299						15	0	0.487		97	0	3.1494					
2004-09	甘肃省	247	0.945	0		3589	1	13.7306	0.0038	2	0	0.0077		930	0	3.5579		4893	1	18.7193	0.0038	125	0	0.4782	
2013-07	山东省	290	0.2994	0		3724	1	3.8452	0.001	115	0	0.1187		49	0	0.0506		4313	1	4.4533	0.001	135	0	0.1394	
2004-11	吉林省	233	0.8742	2	0.0075	1106	0	4.1497		19	0	0.0713		121	0	0.454		1600	2	6.0031	0.0075	121	0	0.454	
2007-11	四川省	233	0.2852	1	0.0012	6304	11	7.717	0.0135	33	0	0.0404		548	0	0.6708		7414	13	9.0758	0.0159	296	1	0.3623	0.0012
2008-12	贵州省	157	0.4173	0		2116	2	5.6247	0.0053	8	0	0.0213		197	0	0.5237		2548	2	6.773	0.0053	70	0	0.1861	
